product_ordered,organizationId,min_price,max_price,frequency,25_groups,35_groups,40_groups
CANNED LYCHEE IN SYRUPEOEMILI,ug4Z8SOj0N1E87IPPIod,27.6,27.6,84,14,22,15
ARLA WHIPPING CREAM,ug4Z8SOj0N1E87IPPIod,5.6,78.0,83,14,6,39
REDMAN SNOW POWDER,ug4Z8SOj0N1E87IPPIod,2.5,8.1,76,21,25,8
DARK BITTER COUVERTURE CALLETS CHD BARRY CALLEBAUT BELGIUM,ug4Z8SOj0N1E87IPPIod,120.0,120.0,72,14,6,15
LRN VANILLA TART SHELLS LARGE ROUND,ug4Z8SOj0N1E87IPPIod,38.0,44.0,72,14,6,15
YUZU PUREE,ug4Z8SOj0N1E87IPPIod,35.0,35.0,62,16,12,6
REDMAN CALIFORNIA WALNUT PIECES,ug4Z8SOj0N1E87IPPIod,17.0,17.0,62,21,6,8
REDMAN ALMOND GROUND EXTRA FINE,ug4Z8SOj0N1E87IPPIod,14.5,16.5,62,21,6,8
LEMON,SBARTemlIRP0og3eXx8u,3.6,3.8,183,14,12,6
LEMON,ecb6a488-6a92-456d-a2fa-3a42668b63da,0.4,3.8,93,14,12,6
LEMON,6CFhOC4Mui3XQXgA7bfq,3.6,3.6,40,14,12,6
LEMON,RAtjEwAw5JZqX46E7fUD,3.6,3.8,106,14,12,6
LEMON,TCNs6ubTKBzMTsSdTGOe,3.3,40.0,131,14,12,6
LEMON,ezhwwSmXIE1jeZlmtHDa,3.3,3.6,270,14,12,6
LEMON,b22762c4-577c-4195-9c19-367b566625c4,3.6,3.8,197,14,12,6
LEMON,COQNBALLS,0.8,5.0,89,14,12,6
LEMON,6hReMbtRVHmsFmp3Sy5r,3.6,3.8,126,14,12,6
LEMON,rbpANC1F0I1GVQI75juA,3.3,3.8,279,14,12,6
LEMON,SARNIES,3.6,3.8,376,14,12,6
LEMON,3l2ChN6QwY5x8JTRJajV,0.4,3.8,299,14,12,6
LEMON,4b6e7dcd-cab1-45c8-a19d-9ea1b851e0bc,3.6,3.8,507,14,12,6
LEMON,2SBVln3dsn5IX35mnJvy,3.6,7.0,576,14,12,6
LEMON,mZRbrxkZpKmI082Mcc2v,0.45,3.6,592,14,12,6
LEMON,dbe4c2f9-e1ef-48be-a479-ad9972aa76f2,3.6,3.8,326,14,12,6
LEMON,DTE3NjLMc3M5n5h6RcJ8,3.5,3.5,276,14,12,6
LEMON,Nq0MaGT0ku8KDsCkSKc3,3.6,57.0,506,14,12,6
LEMON,BURNTENDS,0.4,6.35,1161,14,12,6
LEMON,tFwVht0zVlzfYANIVoKb,3.6,44.9,913,14,12,6
LEMON,WILDHONEY,2.95,3.8,940,14,12,6
LEMON,QBlfKe1hMKQYUV5uBDuu,3.5,54.0,486,14,12,6
BLACKBERRY,SBARTemlIRP0og3eXx8u,6.5,7.9,155,14,6,15
BLACKBERRY,b22762c4-577c-4195-9c19-367b566625c4,6.5,7.9,165,14,6,15
BLACKBERRY,4b6e7dcd-cab1-45c8-a19d-9ea1b851e0bc,6.5,7.9,287,14,6,15
BLACKBERRY,WILDHONEY,6.0,8.0,1050,14,6,15
PERONI NASTRO AZZURRO OWKEG,SBARTemlIRP0og3eXx8u,216.66,325.0,74,14,6,15
ROMANESCO,SBARTemlIRP0og3eXx8u,11.9,12.0,120,14,6,15
SCALLOPS IQF JAPANESE SASHIMI GRADE,SBARTemlIRP0og3eXx8u,59.0,82.0,120,14,6,31
HENDRICKS GIN,SBARTemlIRP0og3eXx8u,62.0,93.0,59,14,6,15
CHITOSE TOMATOES,SBARTemlIRP0og3eXx8u,3.0,3.5,93,14,6,13
DELIVERY,SBARTemlIRP0og3eXx8u,15.0,15.0,90,14,6,15
DELIVERY,d3f5c595-873c-481a-a024-3b209533d72e,10.0,25.0,110,14,6,15
DELIVERY,6hReMbtRVHmsFmp3Sy5r,9.48,62.7,152,14,6,15
MARIGOLD LEAF,SBARTemlIRP0og3eXx8u,7.0,7.0,87,14,6,15
HERB FRESH BUNDLE,hMTlVUJVpBoJZX4hKR7n,1.2,2.3,187,17,20,10
CHICKEN LEG BL SO BRAZIL,hMTlVUJVpBoJZX4hKR7n,2.5,5.2,149,19,29,2
MUSHROOM BUTTON FRESH,hMTlVUJVpBoJZX4hKR7n,8.8,8.8,148,11,30,29
MUSHROOM BUTTON FRESH,d7SEd3s5IO8OFTGbhm3U,10.0,10.0,259,11,30,29
CAULIFLOWER,hMTlVUJVpBoJZX4hKR7n,2.6,32.1,126,14,6,15
CAULIFLOWER,qUaDyfzQ5GxFE9dyOhao,2.6542,4.05,231,14,6,15
CAULIFLOWER,TCNs6ubTKBzMTsSdTGOe,2.9,3.5,257,14,6,15
CAULIFLOWER,x9bviQCfs5FSKkJJPnFj,2.9,7.8,487,14,6,15
CAULIFLOWER,tFwVht0zVlzfYANIVoKb,2.9,3.5,745,14,6,15
BROCCOLI FLOWERS,hMTlVUJVpBoJZX4hKR7n,4.0,5.0,121,14,6,15
BROCCOLI FLOWERS,mbqvoTlZSi1aN0wjFDGn,3.8,5.0,396,14,6,15
OIL OLIVE POMACE PLASTIC NUMORO UNO ITALY,hMTlVUJVpBoJZX4hKR7n,16.8,80.0,118,7,6,16
ONION LARGE WHITE,hMTlVUJVpBoJZX4hKR7n,1.6,1.6,112,22,2,4
ONION LARGE WHITE,Wwim9VraEE3QYKUVtF4V,1.1,1.8,179,22,2,4
ONION LARGE WHITE,m3FCjwBwqzZve4VCXjQn,1.1,1.8,252,22,2,4
CABBAGE WHITE ROUND,hMTlVUJVpBoJZX4hKR7n,1.1,1.5,106,22,28,12
PEPPER CAPSICUM RED,hMTlVUJVpBoJZX4hKR7n,4.8,5.0,103,14,21,20
PEPPER CAPSICUM RED,d7SEd3s5IO8OFTGbhm3U,5.2,6.0,219,14,21,20
MUSHROOM FRESHSHITAKE,hMTlVUJVpBoJZX4hKR7n,8.0,8.5,102,11,30,21
TOMATOES CHERRY,hMTlVUJVpBoJZX4hKR7n,4.0,4.0,100,14,31,13
TOMATOES CHERRY,d7SEd3s5IO8OFTGbhm3U,3.8,4.5,199,14,31,13
TOMATOES CHERRY,Nq0MaGT0ku8KDsCkSKc3,3.8,4.5,431,14,31,13
TOMATOES CHERRY,mbqvoTlZSi1aN0wjFDGn,3.8,4.5,805,14,31,13
PEPPER CAPSICUM GREEN,hMTlVUJVpBoJZX4hKR7n,3.3,3.5,80,20,21,3
ASPARAGUS FRESH,hMTlVUJVpBoJZX4hKR7n,8.0,15.0,80,6,6,10
ASPARAGUS FRESH,d7SEd3s5IO8OFTGbhm3U,18.0,19.0,382,6,6,10
PEPPER CAPSICUM YELLOW,hMTlVUJVpBoJZX4hKR7n,5.0,5.0,72,14,21,20
TAIWAN GREENSIO PAK CHOY,hMTlVUJVpBoJZX4hKR7n,2.5,3.0,71,14,6,15
CHICKEN WING SMALL,eBR86Cbgvvh3rAo36W3b,32.5,32.5,186,19,29,17
BROILER,eBR86Cbgvvh3rAo36W3b,21.15,23.25,129,14,6,15
SPAGHETTI,eBR86Cbgvvh3rAo36W3b,4.5,4.5,128,14,6,15
EGG LIQUID,eBR86Cbgvvh3rAo36W3b,4.2,4.2,127,2,6,17
CREAM OF MUSHROOM,eBR86Cbgvvh3rAo36W3b,6.6,6.6,126,11,30,21
COOKING OIL,eBR86Cbgvvh3rAo36W3b,30.0,30.0,126,7,6,15
SPAGHETTI SAUCE,eBR86Cbgvvh3rAo36W3b,8.8,8.8,123,13,8,23
GARLIC BREAD,eBR86Cbgvvh3rAo36W3b,3.65,3.65,122,14,6,15
SPRING CHICKEN SCB,eBR86Cbgvvh3rAo36W3b,17.25,19.75,120,19,29,17
SPRING CHICKEN,eBR86Cbgvvh3rAo36W3b,19.25,19.75,119,19,29,17
FRENCH FRIES,eBR86Cbgvvh3rAo36W3b,31.5,33.0,118,8,14,19
PRAWN STOCK,eBR86Cbgvvh3rAo36W3b,3.0,3.0,118,14,6,0
TF KARAAGE,eBR86Cbgvvh3rAo36W3b,8.9,8.9,115,14,6,15
CHICKEN BREADING MIX,eBR86Cbgvvh3rAo36W3b,22.0,22.0,111,19,29,17
SAF BOX,eBR86Cbgvvh3rAo36W3b,19.0,19.0,111,14,9,15
CRISPY FLOUR,eBR86Cbgvvh3rAo36W3b,3.0,3.0,109,14,17,15
TILAPIA,eBR86Cbgvvh3rAo36W3b,12.4,12.4,107,14,6,15
CAPSICUMS GREEN,bE7u2sgIZ3s8CKmwUqRr,3.5,3.5,176,20,19,3
CAPSICUMS RED,bE7u2sgIZ3s8CKmwUqRr,4.5,4.5,172,14,4,20
LETTUCE ROMAINE,bE7u2sgIZ3s8CKmwUqRr,2.8,2.8,160,23,11,22
LETTUCE ROMAINE,qUaDyfzQ5GxFE9dyOhao,3.5,3.8,92,23,11,22
LETTUCE ROMAINE,COQNBALLS,3.5,3.8,96,23,11,22
LETTUCE ROMAINE,SARNIES,3.4,4.5,273,23,11,22
LETTUCE ROMAINE,dbe4c2f9-e1ef-48be-a479-ad9972aa76f2,3.4,4.5,219,23,11,22
LETTUCE ROMAINE,okOUrWpfJfQd7TmkFSvK,3.0,3.5,830,23,11,22
ONIONS RED,bE7u2sgIZ3s8CKmwUqRr,1.5,5.0,112,14,4,20
CORRIANDER,bE7u2sgIZ3s8CKmwUqRr,8.5,8.5,90,14,6,15
CORRIANDER,bgvfuSmTFDXTyUDoN0qp,10.0,14.0,410,14,6,15
CHK FILLET MARINATED MB HALAL,bE7u2sgIZ3s8CKmwUqRr,11.2,11.2,55,3,5,2
MUTTON LEG SLICED RAW MB HALAL,bE7u2sgIZ3s8CKmwUqRr,13.5,13.5,46,14,5,2
MIRANCHO TORTILLA PRECUT YELLOW CORN,bE7u2sgIZ3s8CKmwUqRr,49.0,49.0,40,7,17,7
QB FOOD SHREDDED CHEDDAR CHEESE,bE7u2sgIZ3s8CKmwUqRr,45.0,45.0,35,13,6,15
VER AVOBEST GUACAMOLE DIPS,bE7u2sgIZ3s8CKmwUqRr,43.8,43.8,33,14,6,15
TATUA SOUR CREAM,bE7u2sgIZ3s8CKmwUqRr,7.0,84.0,32,14,6,39
TATUA SOUR CREAM,3JgfXd0ZmpKaIHFIOKwi,7.0,21.0,194,14,6,39
SIGNATURE TORTILLA PLAIN PER,bE7u2sgIZ3s8CKmwUqRr,40.0,42.0,30,14,17,15
GOLDEN KOI VEG OIL,bE7u2sgIZ3s8CKmwUqRr,24.0,29.5,28,7,6,15
SIGNATURE TORTILLA PLAIN SPECIAL BURNT,bE7u2sgIZ3s8CKmwUqRr,45.0,45.0,28,14,17,15
ONION WHITE,d3f5c595-873c-481a-a024-3b209533d72e,7.0,7.0,196,22,10,4
RAISIN WALNUT BREAD,d3f5c595-873c-481a-a024-3b209533d72e,12.0,12.5,142,14,6,15
RYE SOUR,d3f5c595-873c-481a-a024-3b209533d72e,9.0,13.0,131,14,32,36
TOMATO ROMA,d3f5c595-873c-481a-a024-3b209533d72e,7.0,8.9,131,5,31,15
TOMATO ROMA,b22762c4-577c-4195-9c19-367b566625c4,7.0,8.9,140,5,31,15
TOMATO ROMA,SARNIES,7.5,8.9,252,5,31,15
LEEK AUSTRALIA,d3f5c595-873c-481a-a024-3b209533d72e,6.6,8.5,117,14,6,15
LEEK AUSTRALIA,TCNs6ubTKBzMTsSdTGOe,6.0,8.5,118,14,6,15
LEEK AUSTRALIA,BURNTENDS,6.5,8.5,539,14,6,15
BRIOCHE,d3f5c595-873c-481a-a024-3b209533d72e,0.8,0.8,116,14,6,15
CELERY STALK,d3f5c595-873c-481a-a024-3b209533d72e,2.2,2.8,107,14,6,15
CELERY STALK,ecb6a488-6a92-456d-a2fa-3a42668b63da,2.2,2.8,62,14,6,15
CELERY STALK,b22762c4-577c-4195-9c19-367b566625c4,2.2,2.8,127,14,6,15
CELERY STALK,6hReMbtRVHmsFmp3Sy5r,2.5,2.8,153,14,6,15
CELERY STALK,4b6e7dcd-cab1-45c8-a19d-9ea1b851e0bc,2.4,2.8,333,14,6,15
CELERY STALK,2SBVln3dsn5IX35mnJvy,2.2,2.8,313,14,6,15
CELERY STALK,QBlfKe1hMKQYUV5uBDuu,2.2,2.8,153,14,6,15
APPLE GRANNY SMITH GREEN_,d3f5c595-873c-481a-a024-3b209533d72e,3.2,4.0,96,14,6,15
TUBE ICE,ecb6a488-6a92-456d-a2fa-3a42668b63da,4.0,4.0,198,4,6,9
OPEN TOP BREAD BROWN,ecb6a488-6a92-456d-a2fa-3a42668b63da,2.4,2.8,108,14,6,15
OTHERS,ecb6a488-6a92-456d-a2fa-3a42668b63da,0.26,3069.0934,85,14,6,15
PINEAPPLE LOCAL,ecb6a488-6a92-456d-a2fa-3a42668b63da,1.35,1.55,65,14,18,2
VAL DOCA PROS EXT DRY BLUE MILLESIMATO,ecb6a488-6a92-456d-a2fa-3a42668b63da,20.0,20.0,65,14,6,15
BULLETIN PLACE PINOT GRIGIO,ecb6a488-6a92-456d-a2fa-3a42668b63da,15.0,15.0,65,14,6,15
YVON MAU MERLOT,ecb6a488-6a92-456d-a2fa-3a42668b63da,15.5,15.5,61,14,6,15
PINEAPPLE HONEY,ecb6a488-6a92-456d-a2fa-3a42668b63da,2.0,2.0,58,14,1,25
PINEAPPLE HONEY,WILDHONEY,1.4,2.2,1037,14,1,25
COFFEE POWDER,ecb6a488-6a92-456d-a2fa-3a42668b63da,3.5,72.0,57,14,25,15
AW SARSAPKO RCMS,ecb6a488-6a92-456d-a2fa-3a42668b63da,6.2,6.4,56,14,6,15
HERB MINT,yPODHzRg7TAPcrDrNf17,7.0,7.0,133,17,20,15
HERB MINT,b22762c4-577c-4195-9c19-367b566625c4,2.8,8.0,130,17,20,15
FB FREE RANGE EGG,yPODHzRg7TAPcrDrNf17,4.2,8.4,120,2,6,17
BANANA CAVENDISH,yPODHzRg7TAPcrDrNf17,1.85,1.85,99,14,6,15
POTATO BABY,yPODHzRg7TAPcrDrNf17,2.3,2.5,94,21,23,33
POTATO BABY,RAtjEwAw5JZqX46E7fUD,2.5,2.9,76,21,23,33
POTATO BABY,qUaDyfzQ5GxFE9dyOhao,2.5,2.9,143,21,23,33
POTATO RUSSET USA FRIES SKIN ON,yPODHzRg7TAPcrDrNf17,4.1,4.1,92,21,23,33
REGULAR BUN,6CFhOC4Mui3XQXgA7bfq,0.6,0.85,199,14,24,18
BF BURGER PATTIES MULTI,6CFhOC4Mui3XQXgA7bfq,17.0,17.5,55,14,24,25
FG_ARUGULA ALMIGHTY ARUGULA,6CFhOC4Mui3XQXgA7bfq,30.0,40.0,52,14,6,15
ARG FZ SEASONED BEEF CHUCK BRISKET PATTIES,6CFhOC4Mui3XQXgA7bfq,130.0,176.0,45,9,3,15
FG_KIMENOZ LETTUCE OAKLEAF LETTUCE,6CFhOC4Mui3XQXgA7bfq,8.0,12.0,44,23,11,22
TURMERIC BUN,6CFhOC4Mui3XQXgA7bfq,0.75,0.79,42,14,24,18
SUNFLOWER OIL BLEND RSPO FARMORIGIN MYS HALAL,6CFhOC4Mui3XQXgA7bfq,32.0,39.0,41,7,5,2
SUNFLOWER OIL BLEND RSPO FARMORIGIN MYS HALAL,hJtX5oWjVTQAWpJ4gMZ5,24.9,38.0,87,7,5,2
FSQ PINK GRAPEFRUIT JUICE,6CFhOC4Mui3XQXgA7bfq,8.0,8.0,39,14,6,15
MUSHROOM SHIITAKE,6CFhOC4Mui3XQXgA7bfq,7.8,8.9,39,11,30,21
MUSHROOM SHIITAKE,RAtjEwAw5JZqX46E7fUD,7.9,10.5,79,11,30,21
FSQ LEMON JUICE,6CFhOC4Mui3XQXgA7bfq,7.0,7.0,36,14,12,6
HERB BASIL THAI SWEET,6CFhOC4Mui3XQXgA7bfq,7.0,7.0,35,17,20,28
CHILLI PADI RED,6CFhOC4Mui3XQXgA7bfq,9.9,9.9,35,14,4,20
CHILLI PADI RED,tFwVht0zVlzfYANIVoKb,6.5,9.9,805,14,4,20
HERB CORRIANDER,6CFhOC4Mui3XQXgA7bfq,7.5,12.5,34,17,20,15
HERB CORRIANDER,PICKLEVILLE,8.5,12.5,86,17,20,15
HERB CORRIANDER,c70c071d-6fcb-4596-bd16-86a26c4e36fc,12.5,13.5,96,17,20,15
HERB CORRIANDER,TCNs6ubTKBzMTsSdTGOe,12.5,13.5,108,17,20,15
HERB CORRIANDER,b22762c4-577c-4195-9c19-367b566625c4,8.5,12.5,180,17,20,15
HERB CORRIANDER,SARNIES,8.5,12.5,286,17,20,15
HERB CORRIANDER,4b6e7dcd-cab1-45c8-a19d-9ea1b851e0bc,8.5,13.0,320,17,20,15
HERB CORRIANDER,2SBVln3dsn5IX35mnJvy,7.5,13.5,232,17,20,15
FRESH SQUID WHOLE UP,PICKLEVILLE,16.5,19.0,67,6,22,10
LEMON_,PICKLEVILLE,3.6,3.8,66,14,6,15
HERB THYME,PICKLEVILLE,2.0,2.5,66,17,20,15
HERB THYME,6hReMbtRVHmsFmp3Sy5r,2.0,2.7,116,17,20,15
HERB THYME,4b6e7dcd-cab1-45c8-a19d-9ea1b851e0bc,2.0,2.4,422,17,20,15
HERB THYME,2SBVln3dsn5IX35mnJvy,2.0,2.7,352,17,20,15
HERB THYME,dbe4c2f9-e1ef-48be-a479-ad9972aa76f2,2.0,2.7,243,17,20,15
HERB THYME,tFwVht0zVlzfYANIVoKb,2.0,2.7,526,17,20,15
PUMPKIN JAPANESE,PICKLEVILLE,4.5,4.8,64,14,18,31
TOMATO CHERRY HONEY VIRGIN,PICKLEVILLE,4.4,4.5,59,5,31,25
TOMATO CHERRY HONEY VIRGIN,SARNIES,4.4,4.5,435,5,31,25
HERB MINT PEPPER,PICKLEVILLE,2.8,3.0,57,17,20,15
HERB MINT PEPPER,4b6e7dcd-cab1-45c8-a19d-9ea1b851e0bc,2.8,2.8,301,17,20,15
HERB MINT PEPPER,QBlfKe1hMKQYUV5uBDuu,2.8,3.0,202,17,20,15
BELGIUM ENDIVE,PICKLEVILLE,7.9,7.9,57,14,6,15
BELGIUM ENDIVE,c70c071d-6fcb-4596-bd16-86a26c4e36fc,7.9,8.5,95,14,6,15
CRESS SHISO RED,PICKLEVILLE,1.9,2.5,57,14,4,20
CRESS SHISO RED,x9bviQCfs5FSKkJJPnFj,1.9,2.5,271,14,4,20
MALAY LUNCH _UNIT,iaronCXV4Lbepr7lM7hj,3.75,3.75,213,14,33,27
MALAY DINNER _UNIT,iaronCXV4Lbepr7lM7hj,3.75,3.75,206,14,33,27
MALAY BREAKFAST _UNIT,iaronCXV4Lbepr7lM7hj,3.0,3.0,196,14,33,27
INDIAN LUNCH _UNIT,iaronCXV4Lbepr7lM7hj,3.75,3.75,140,14,33,27
INDIAN DINNER _UNIT,iaronCXV4Lbepr7lM7hj,3.75,3.75,134,14,33,27
INDIAN DINNER,iaronCXV4Lbepr7lM7hj,3.75,3.75,127,14,33,27
INDIAN DINNER,nsktAYJt6SCG2eThiqOc,3.75,3.75,269,14,33,27
INDIAN LUNCH,iaronCXV4Lbepr7lM7hj,3.75,3.75,117,14,33,27
INDIAN LUNCH,nsktAYJt6SCG2eThiqOc,3.75,3.75,241,14,33,27
BANANA CAVENDISH PHILIPPINES DELMONTEDOLE,iaronCXV4Lbepr7lM7hj,1.95,1.95,105,14,6,15
BANANA CAVENDISH PHILIPPINES DELMONTEDOLE,nsktAYJt6SCG2eThiqOc,1.95,1.95,76,14,6,15
INDIAN BREAKFAST _UNIT,iaronCXV4Lbepr7lM7hj,3.0,3.0,81,14,33,27
MALAY BREAKFAST,iaronCXV4Lbepr7lM7hj,3.0,3.0,69,14,33,27
MALAY BREAKFAST,nsktAYJt6SCG2eThiqOc,3.0,3.0,115,14,33,27
MALAY LUNCH,iaronCXV4Lbepr7lM7hj,3.75,3.75,67,14,33,27
MALAY LUNCH,nsktAYJt6SCG2eThiqOc,3.75,3.75,123,14,33,27
ICE KACHANG,RAtjEwAw5JZqX46E7fUD,4.0,4.0,129,4,6,9
GLENFIDDICH YRS AGT,RAtjEwAw5JZqX46E7fUD,93.0,138.0,48,14,6,15
FZ TIGER PRAWN,RAtjEwAw5JZqX46E7fUD,8.5,14.0,81,3,6,0
FZ TIGER PRAWN,COQNBALLS,8.5,14.0,146,3,6,0
FZ TIGER PRAWN,OjKlvfiNMdOMarxa4K8T,8.5,18.5,480,3,6,0
SOON SENG YELLOW NOODLE,79twyDlBrvO0H0jhcvdw,3.3,3.6,218,14,9,15
SOON SENG MEDIUM KUEY TEOW,79twyDlBrvO0H0jhcvdw,3.3,3.6,214,14,6,15
FROZEN CHICKEN PIECE,79twyDlBrvO0H0jhcvdw,2.5,5.0,196,19,29,17
POTATO PEELED,79twyDlBrvO0H0jhcvdw,1.5,2.0,188,1,23,33
POTATO PEELED,Wwim9VraEE3QYKUVtF4V,1.3,2.0,233,1,23,33
LONG CABBAGE CUT BIG,79twyDlBrvO0H0jhcvdw,1.6,2.0,178,8,28,37
INDONESIA CABBAGE CUT BIG,79twyDlBrvO0H0jhcvdw,1.4,1.6,177,8,28,12
STEWED PORK PAU,79twyDlBrvO0H0jhcvdw,0.75,0.75,168,14,27,15
BIG PAU,79twyDlBrvO0H0jhcvdw,0.8,0.8,168,14,6,15
LOH MAI KAI,79twyDlBrvO0H0jhcvdw,1.1,1.1,166,14,6,15
LIAN YONG PAU,79twyDlBrvO0H0jhcvdw,0.4,0.4,166,14,6,15
TAU SAR PAU,79twyDlBrvO0H0jhcvdw,0.4,0.4,166,14,6,15
BBQ CHAR SIEW RICE,79twyDlBrvO0H0jhcvdw,1.3,1.3,166,14,6,15
PANDAN PAU,79twyDlBrvO0H0jhcvdw,0.4,0.4,165,14,6,15
CHAR SIEW PAU,79twyDlBrvO0H0jhcvdw,0.45,0.45,164,14,6,15
CARROT CUT SLICE,79twyDlBrvO0H0jhcvdw,2.0,2.2,163,15,6,32
CARROT CUT SHREDED,79twyDlBrvO0H0jhcvdw,2.0,2.2,155,15,6,32
CHOY SUM,79twyDlBrvO0H0jhcvdw,2.0,2.0,147,14,6,15
CHICKEN NGOH HAING,79twyDlBrvO0H0jhcvdw,4.5,4.7,147,19,29,17
LETTUCE YELLOW FRISEE,c70c071d-6fcb-4596-bd16-86a26c4e36fc,25.9,28.0,152,23,11,22
LIVE VENUS CLAM,c70c071d-6fcb-4596-bd16-86a26c4e36fc,11.0,11.0,120,14,6,11
ONION BOMBAY RED,c70c071d-6fcb-4596-bd16-86a26c4e36fc,2.15,2.15,107,22,4,4
ONION BOMBAY RED,SARNIES,1.7,2.15,233,22,4,4
GINGER BLUE,c70c071d-6fcb-4596-bd16-86a26c4e36fc,3.0,3.0,91,14,6,15
ARTIGIANA BURRATA,c70c071d-6fcb-4596-bd16-86a26c4e36fc,10.6,11.2,91,14,6,15
LIVE IRISH OYSTER,c70c071d-6fcb-4596-bd16-86a26c4e36fc,1.5,1.8,87,14,6,11
KU CHYE,c70c071d-6fcb-4596-bd16-86a26c4e36fc,4.0,5.5,84,14,6,15
CELERY CHINESE,c70c071d-6fcb-4596-bd16-86a26c4e36fc,7.5,7.5,81,14,6,5
GINGER OLD,c70c071d-6fcb-4596-bd16-86a26c4e36fc,3.5,4.0,81,14,6,15
GINGER OLD,tFwVht0zVlzfYANIVoKb,4.0,4.0,538,14,6,15
NAI BAI,c70c071d-6fcb-4596-bd16-86a26c4e36fc,7.0,7.0,81,14,6,15
LIVE MUD CRABS INDO XXL,lFNFjQ1anp3npSPC2E23,37.0,46.0,225,0,6,11
LIVE MUD CRABS INDO,lFNFjQ1anp3npSPC2E23,20.0,31.0,160,0,6,11
LIVE MUD CRABS INDO,B7MPogTNS5zLZ4vP60Av,24.0,29.0,138,0,6,11
SEABASS,lFNFjQ1anp3npSPC2E23,7.8,9.5,119,10,6,15
LA LA,lFNFjQ1anp3npSPC2E23,3.6,3.8,102,14,6,15
LA LA,5OXHdY3rIDrU6Gimqvjl,3.6,11.5,293,14,6,15
LIVE CRAB,lFNFjQ1anp3npSPC2E23,25.0,45.0,101,14,6,38
LIVE CRAB,A9KBK7FuOowtwmzRlqHn,13.0,37.0,217,14,6,38
TOP CUT COCONUT,lFNFjQ1anp3npSPC2E23,1.9,1.9,80,8,6,15
TOP CUT COCONUT,5OXHdY3rIDrU6Gimqvjl,1.9,1.9,101,8,6,15
RICE FRAGRANCE GOLDEN PHOENIX,lFNFjQ1anp3npSPC2E23,53.0,53.0,76,14,6,15
OIL COOKING VEGETABLE SAVOUR,lFNFjQ1anp3npSPC2E23,29.5,48.0,73,7,6,15
OIL COOKING VEGETABLE SAVOUR,5OXHdY3rIDrU6Gimqvjl,30.4,43.0,60,7,6,15
MANTOU,lFNFjQ1anp3npSPC2E23,1.2,2.1,66,14,6,15
EXTRA LARGE,lFNFjQ1anp3npSPC2E23,0.17,0.26,63,14,6,15
EXTRA LARGE,5OXHdY3rIDrU6Gimqvjl,0.17,0.26,77,14,6,15
SAUCE CHILLI MAGGI,lFNFjQ1anp3npSPC2E23,6.8,8.4,61,13,8,23
SAUCE CHILLI MAGGI,B7MPogTNS5zLZ4vP60Av,6.8,8.4,84,13,8,23
COOK PRAWN,lFNFjQ1anp3npSPC2E23,13.5,23.5,58,14,6,0
NOODLES EE FU HONGKONG,lFNFjQ1anp3npSPC2E23,46.8,55.0,56,14,6,15
EXTRA LARGE BROWN EGG,lFNFjQ1anp3npSPC2E23,0.24,0.29,56,2,6,17
EXTRA LARGE BROWN EGG,5OXHdY3rIDrU6Gimqvjl,0.24,0.27,89,2,6,17
VANNAMEI PND,lFNFjQ1anp3npSPC2E23,7.5,13.0,55,14,6,0
VANNAMEI PND,5OXHdY3rIDrU6Gimqvjl,7.5,13.0,96,14,6,0
SALTED EGG YOLK,lFNFjQ1anp3npSPC2E23,0.38,0.4,45,2,6,17
SALTED EGG YOLK,B7MPogTNS5zLZ4vP60Av,0.33,0.4,90,2,6,17
SALTED EGG YOLK,5OXHdY3rIDrU6Gimqvjl,0.27,0.4,55,2,6,17
GG FRENCH POULET GG,lFNFjQ1anp3npSPC2E23,6.6,8.8,45,14,6,15
CGL KEG ND CSPL,lFNFjQ1anp3npSPC2E23,225.0,245.0,22,14,6,15
SAUCE TOMATO KETCHUP MAGGI,lFNFjQ1anp3npSPC2E23,6.65,8.4,43,5,8,23
MUSHROOM ENOKI,qUaDyfzQ5GxFE9dyOhao,0.65,0.8,151,11,30,21
FROZEN JAPAN SCALLOP,qUaDyfzQ5GxFE9dyOhao,64.0,89.0,107,14,6,1
CABBAGE LONG CHINESE,qUaDyfzQ5GxFE9dyOhao,2.2,2.8,106,14,28,37
CABBAGE LONG CHINESE,3l2ChN6QwY5x8JTRJajV,2.2,2.5,240,14,28,37
MUSHROOM HONSHIMEIJI,qUaDyfzQ5GxFE9dyOhao,1.4,1.55,101,11,30,21
MUSHROOM HONSHIMEIJI,6hReMbtRVHmsFmp3Sy5r,1.4,1.55,136,11,30,21
GOUDA SLICED KERRYGOLD IRL HALAL,qUaDyfzQ5GxFE9dyOhao,3.3,3.3,99,14,5,2
ASPARAGUS THAI PENCILE,qUaDyfzQ5GxFE9dyOhao,1.9,1.9,92,14,6,15
PRAWN TIGER HOSO,qUaDyfzQ5GxFE9dyOhao,15.0,195.0,91,14,6,0
CON MS,nXTYOtjf2TXAXtdcbCwZ,2.8,4.0,250,14,6,15
GENERAL PURPOSE LIQUID DETERGENT,nXTYOtjf2TXAXtdcbCwZ,32.0,32.0,197,14,6,15
WINDOW LUNCH BOX BROWN,nXTYOtjf2TXAXtdcbCwZ,54.9,80.8,195,14,6,15
FG BATAVIA BLEND,nXTYOtjf2TXAXtdcbCwZ,28.0,112.0,184,14,6,15
BAG TRASH BLACK BAG,nXTYOtjf2TXAXtdcbCwZ,4.5,5.2,169,14,0,30
